place_id,10001,10002,10003,10004,10005,10006,10007,10009,10010,10011,10012,10013,10014,10016,10017,10018,10019,10020,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10044,10065,10069,10075,10103,10111,10112,10119,10123,10128,10129,10280,10281,10282,10463
ChIJqX832Xz2wokRCmDaupc-83M,6.277746318,8.096599974,7.151009487,9.579492533,9.30418232,9.347698746,8.821809137,7.348894597,6.532606314,6.929518104,7.818434551,8.322872528,7.50624616,6.006883717,5.36316957,5.83517649,5.019979738,5.179450894,3.983376604,4.899112269,4.08709548,3.396945869,2.404650229,1.650263356,1.141055665,3.484837233,2.312728682,0.608449383,0.111749385,0.866753269,1.813144552,3.325154263,1.798366456,5.447943481,1.089890423,8.950407661,0.533599319,2.495626126,4.682262338,4.414752553,4.520755824,3.698644098,4.988345038,5.105751812,5.155639241,5.526148687,5.995735218,3.082865267,2.712134967,9.510329491,9.15780212,8.644067865,4.260973438
ChIJhx0DCh70wokRKr1DakdaiKo,8.21844965,10.04467247,9.101478499,11.52690988,11.25298741,11.29253522,10.76825138,9.291432944,8.483502556,8.869495888,9.767898893,10.2711581,9.443918381,7.956423261,7.309130475,7.776491298,6.958175723,7.130367876,5.908628269,6.837264543,6.017600967,5.325202139,4.333421825,3.589323446,3.07055775,5.379453,4.121951347,2.416667372,2.03646887,1.086252127,0.154270522,1.412228504,3.471265647,7.384972364,2.772342429,10.90041087,1.87004498,0.556006866,6.552271094,6.352978927,6.419200356,5.614723102,6.939610236,7.056858164,7.10687148,7.473652507,7.939453767,4.96886853,4.634704889,11.45179641,11.09717158,10.58103722,2.372167714
ChIJrdYyy4X2wokR8AWLcUl4usA,6.742654508,8.581362182,7.63285396,10.05228785,9.779027984,9.817318138,9.293080761,7.836797474,7.013353362,7.39395014,8.293818149,8.796442185,7.968919536,6.490948207,5.850137083,6.30052871,5.482467844,5.657324737,4.474517088,5.38870049,4.54331641,3.851171349,2.858580098,2.140955011,1.632229002,3.974786419,2.786268009,1.055474605,0.563419431,0.412714291,1.344301641,2.869222486,2.231404195,5.909589521,1.507758713,9.427843913,0.700746605,2.027415534,5.170284567,4.904442532,4.956910464,4.189878268,5.468457896,5.584400931,5.635510135,5.997892667,6.463374099,3.571668104,3.203405719,9.976718118,9.622281625,9.106476788,3.815971689
ChIJ57jXPxP2wokRRrcwDoksk18,5.062932438,6.837815915,5.897196611,8.342361414,8.06297111,8.117481983,7.588405832,6.086531359,5.28114998,5.714358088,6.577008023,7.084912036,6.294220409,4.74962813,4.101796407,4.620492386,3.816201011,3.935495844,2.7247218,3.6360864,2.90905498,2.236257134,1.282302381,0.390835174,0.186752173,2.250493414,1.240550132,0.869882446,1.19327364,2.122437449,3.065887343,4.557264952,1.096053525,4.24442345,0.882903048,7.704187511,1.447304017,3.744620847,3.458271253,3.151736182,3.399467506,2.446048321,3.739629649,3.860142346,3.907229569,4.296184316,4.774810091,1.862266628,1.459733098,8.28709795,7.939211743,7.430870654,5.474399586
ChIJy6G-JHj2wokRiLxKme5PyBQ,5.931247163,7.602415565,6.688108577,9.166354439,8.87958851,8.954100235,8.421271227,6.824055423,6.083142468,6.579382005,7.398151519,7.911157012,7.160624785,5.53345232,4.865464123,5.491248292,4.702955859,4.766149628,3.419674932,4.368231335,3.821705843,3.163725374,2.229021807,1.226493378,0.762457234,2.859606252,1.580839723,0.293757907,0.892463339,1.515994424,2.38875909,3.793440138,0.96236605,5.128697887,0.237866806,8.510380855,0.671663015,3.035036104,4.015216879,3.888420964,4.333232187,3.114770044,4.560691108,4.687732258,4.727556237,5.149189916,5.637297811,2.446294442,2.161238853,9.133670082,8.792850835,8.292415535,4.670740944
ChIJe4ujVyP2wokRukFP2hyg_co,6.303714372,8.157491605,7.205088127,9.616926414,9.344942516,9.380282092,8.856853728,7.419263168,6.584437662,6.954814442,7.860113302,8.36152709,7.529216,6.066314381,5.430884897,5.861785084,5.042849862,5.225936676,4.074186893,4.977201604,4.102240935,3.409849585,2.41760275,1.741185721,1.250467582,3.594676499,2.459520311,0.794616724,0.183635934,0.853475602,1.785830574,3.311809005,1.977981935,5.46966831,1.280987825,8.99567097,0.72331203,2.468431049,4.798387331,4.49364893,4.514289018,3.796333091,5.039249433,5.153726651,5.205998456,5.562128386,6.025523399,3.198412343,2.809737216,9.538322939,9.183191022,8.666721133,4.258567434
ChIJDw2HC2r2wokRC-WCKP0MbWQ,5.165444016,7.070157279,6.106181515,8.489315016,8.221839301,8.247037537,7.726707632,6.354941762,5.482739845,5.815323192,6.739553356,7.236291647,6.387253139,4.981407963,4.368348267,4.724684913,3.903068882,4.11866173,3.097983317,3.946550935,2.95703832,2.264394821,1.277624482,0.930262886,0.754999154,2.710497399,1.870950011,1.117697892,1.070294413,2.007746595,2.938144406,4.46565458,1.746315889,4.328181629,1.373981465,7.879317522,1.575155098,3.619285202,3.91374295,3.470566323,3.359658925,2.852974621,3.941089154,4.049453996,4.106017344,4.437092933,4.891742269,2.358655741,1.904108938,8.400254076,8.042783872,7.524085857,5.413090599
ChIJbWfIg3j2wokRJ22QKbeFRu8,6.335606779,8.011560828,7.097737045,9.575183027,9.288716256,9.362204397,8.829625053,7.232208254,6.492660786,6.984358603,7.807112156,8.319884655,7.565480742,5.943140411,5.275038053,5.895103444,5.103458821,5.174221284,3.827547955,4.777056655,4.214192392,3.549047661,2.596967206,1.623312402,1.13414577,3.262836215,1.970270947,0.474421,0.83045195,1.186821289,2.010390304,3.389427863,1.307768979,5.529918487,0.619107536,8.919787259,0.335187438,2.643278817,4.4086729,4.297641169,4.714859089,3.521640257,4.969298862,5.095986221,5.136250642,5.555360581,6.042429361,2.849313615,2.570893893,9.540968664,9.19943546,8.698033229,4.261938125
ChIJa2NWKZz2wokRxN7oFAKksCs,7.484070063,9.3110463,8.36641193,10.79152,10.51741387,10.55757561,10.03294619,8.560373207,7.748067927,8.135352859,9.032125819,9.535533329,8.710377905,7.222020196,6.576452795,7.041927234,6.224170974,6.394392114,5.183515114,6.107728293,5.285088038,4.592918161,3.600476177,2.858149166,2.341171178,4.664104841,3.428313109,1.703228581,1.300210472,0.353939723,0.602357772,2.129593416,2.807630248,6.651298468,2.091839616,10.16481904,1.188394123,1.285396215,5.846453602,5.623314214,5.694723812,4.892567981,6.203872767,6.320940298,6.371113106,6.737897517,7.20441114,4.255617748,3.909587573,10.71757386,10.36340375,9.847795962,3.08067727
